,1.28 Trial 1,1.28 Trial 2,1.28 Trial 3,1.28-Triton Trial 1,1.28-Triton Trial 2,1.28-Triton Trial 3
Time,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
147,259.899,273.217,265.759,17.371666,65.345999,38.009666
148,259.522666,272.913666,265.423,17.167333,64.759666,37.761666
149,259.262666,272.732666,265.026,16.951666,64.258666,37.568
150,258.929,272.596333,264.860666,16.752666,63.781666,37.372
151,258.816666,272.447333,264.797333,16.545666,63.315666,37.155666
152,258.530999,272.125,264.717333,16.369333,62.887333,36.832666
153,258.352333,271.680666,264.491333,16.215,62.38,36.652666
154,258.110333,271.301,264.237333,16.012666,61.939666,36.445
155,258.274333,270.816666,263.965,15.815,61.438,36.361333
156,258.252333,270.762,263.978,15.648333,61.101333,36.200999
157,258.071,270.598,263.534666,15.54,60.688999,36.044333
158,257.417333,270.497,263.289666,15.458,60.331,35.834
159,257.117,269.851666,262.956666,15.343,59.796666,35.577
160,257.014333,269.692333,262.966333,15.240333,59.379666,35.355666
161,257.141333,269.521333,262.822,15.148666,58.943333,35.151666
162,256.851666,269.479333,262.43,15.051666,58.551,34.947666
163,256.538333,268.958,262.067666,14.93,58.065,34.811666
164,256.171,268.640333,261.858666,14.762,57.637333,34.703666
165,256.086333,268.463333,261.746,14.604333,57.254666,34.544333
166,255.905,268.423666,261.552666,14.450333,56.845,34.298
167,255.895,268.336333,261.480666,14.332666,56.460666,34.043333
168,255.921,267.934333,261.383666,14.207666,56.071,33.843999
169,255.988,267.444333,261.211333,14.065666,55.697666,33.665666
170,255.901666,267.075333,260.876333,13.916,55.272,33.483
171,255.694333,267.020666,260.651,13.775,54.835333,33.327666
172,255.449666,267.045,260.5,13.655,54.452333,33.188999
173,255.209333,266.898,260.276666,13.548,54.091333,33.024666
174,255.068333,266.622,259.967,13.433666,53.72,32.848666
175,254.963666,266.305,259.611333,13.301,53.322,32.685
176,254.718666,266.107666,259.473,13.165333,52.895666,32.547
177,254.377,266.008,259.487666,13.039333,52.482,32.434333
178,254.256333,265.909333,259.564999,12.918,52.065,32.258
179,254.21,265.640333,259.291666,12.795,51.711666,32.084999
180,254.317,265.498666,258.961,12.680333,51.367999,31.866666
181,254.161,265.374666,258.526333,12.625333,51.079333,31.678333
182,254.169333,265.206333,258.277666,12.583333,50.748333,31.495
183,253.866,264.85,257.995666,12.517333,50.461,31.326666
184,253.636666,264.514333,257.905666,12.423,50.109,31.223666
185,253.401,264.468333,257.816666,12.274666,49.705,31.151
186,253.189666,264.261333,257.541666,12.172666,49.322333,31.039666
187,253.065333,264.240666,257.478666,12.075,48.950666,30.878666
188,252.694666,263.930666,257.064999,11.994333,48.726333,30.632666
189,252.473,263.919,257.143666,11.881333,48.371333,30.474
190,252.288333,263.527666,256.782333,11.779666,48.061666,30.309
191,252.375333,263.223666,256.803333,11.700333,47.711,30.142
192,252.466,262.928666,256.382,11.605333,47.401666,29.966
193,252.378,262.846333,256.111,11.508,47.027666,29.856666
194,252.246333,262.738,255.635333,11.449666,46.614999,29.785666
195,252.081,262.504,255.357333,11.365333,46.29,29.676666
196,251.921666,262.310666,255.248333,11.265666,46.025,29.491666
