Trial,F_out0,F_in0,k_deg_out_fixed,k_deg_in,k_perm,R_squared,RMSE
Sample 2 DDS in HEPES (A02),43.25298536906,25.390384322166184,0.10385854467295402,0.002677517074667795,0.18304980558415035,0.9747246372660491,1.1828696972720385
Sample 2 DDS in HEPES (A03),44.82585913090039,21.590635140207795,0.10385854467295402,0.0019375582369593164,0.1842901714449421,0.9552370369007618,1.400072144646555
Sample 2 DDS in HEPES (A04),45.66855814031417,22.579999992792672,0.10385854467295402,0.0018240577386999441,0.1839690790711466,0.9546419361825362,1.4767973270188206
