,31 Trial 1,31 Trial 2 ,31 Trial 3,31 Triton Trial 1,31 Triton Trial 2 ,31 Triton Trial 3
Time ,Intensity ,Intensity,Intensity,Intensity ,Intensity,Intensity
450,10.431,21.518333,10.339666,11.397,11.605333,12.448666
451,10.415,21.472333,10.349333,11.418,11.609666,12.416
452,10.406,21.453333,10.343,11.415333,11.583,12.405
453,10.404333,21.5,10.324,11.396,11.567333,12.409666
454,10.391666,21.607333,10.295666,11.36,11.582333,12.401333
455,10.383333,21.699333,10.292333,11.338333,11.596666,12.401
456,10.399666,21.677,10.319,11.358,11.597,12.418333
457,10.412,21.61,10.348,11.375666,11.579666,12.443333
458,10.417666,21.566333,10.368333,11.394666,11.558666,12.438333
459,10.382333,21.580666,10.334333,11.387,11.545333,12.433333
460,10.359333,21.588,10.329,11.359666,11.571333,12.457666
461,10.349666,21.541666,10.282333,11.353333,11.623,12.472333
462,10.361,21.519,10.296333,11.338,11.627666,12.470333
463,10.337333,21.509666,10.302333,11.343333,11.597,12.433333
464,10.341,21.542,10.363,11.348666,11.550333,12.413333
465,10.335,21.549333,10.356333,11.362333,11.545333,12.398666
466,10.379333,21.57,10.320666,11.380666,11.522,12.400666
467,10.387333,21.551333,10.282333,11.402,11.552,12.425333
468,10.355666,21.55,10.292666,11.393333,11.585,12.443333
469,10.345,21.557666,10.287,11.376333,11.620333,12.48
470,10.339,21.504666,10.271,11.358333,11.592,12.482
471,10.364,21.473666,10.266,11.385333,11.565666,12.459333
472,10.329,21.411666,10.286,11.403,11.592,12.429
473,10.330333,21.458666,10.3,11.400333,11.605666,12.426333
474,10.331666,21.495333,10.281,11.379,11.62,12.453666
475,10.344,21.517,10.261,11.383333,11.597333,12.455666
476,10.321666,21.478666,10.245,11.388,11.592666,12.446666
477,10.332,21.407666,10.223333,11.377,11.583333,12.439333
478,10.346666,21.385333,10.209333,11.353333,11.587666,12.452333
479,10.332666,21.402666,10.229,11.344,11.603,12.451
480,10.305666,21.403666,10.266,11.361666,11.598333,12.433333
481,10.303,21.411,10.277,11.384666,11.571333,12.410333
482,10.319666,21.435666,10.247666,11.388666,11.545666,12.408333
483,10.313,21.441666,10.210333,11.359,11.537333,12.423333
484,10.288666,21.397,10.207,11.323,11.531666,12.425
485,10.281333,21.326666,10.231333,11.314,11.525,12.415333
486,10.285666,21.301666,10.253,11.331333,11.542333,12.407666
487,10.295,21.319333,10.273,11.367,11.575666,12.409
488,10.284,21.357333,10.257666,11.362666,11.591,12.406
489,10.276,21.373,10.252,11.362,11.579333,12.408333
490,10.303333,21.378,10.224333,11.351,11.588,12.411
491,10.309333,21.347333,10.198,11.363,11.599,12.418333
492,10.306,21.338333,10.174333,11.416333,11.597,12.426333
493,10.283666,21.312666,10.16,11.433,11.543333,12.423
494,10.261666,21.288,10.171333,11.397666,11.535333,12.431666
495,10.286,21.299666,10.173666,11.353666,11.532666,12.395333
496,10.284,21.267,10.191333,11.331333,11.556,12.370666
497,10.288666,21.319333,10.229,11.365,11.563333,12.368333
498,10.238666,21.304666,10.250333,11.347666,11.556333,12.392666
499,10.222666,21.299,10.265666,11.342,11.586666,12.406
500,10.211,21.243666,10.254666,11.331666,11.587666,12.389666
501,10.222333,21.242666,10.242666,11.331666,11.604666,12.404
502,10.217333,21.256666,10.217333,11.357,11.562666,12.428666
503,10.232,21.252333,10.183666,11.363666,11.537333,12.443
504,10.228666,21.231,10.161,11.378,11.516666,12.43
505,10.211666,21.247,10.17,11.382,11.546333,12.425666
506,10.186666,21.261,10.175666,11.423333,11.598333,12.435
507,10.18,21.258666,10.165,11.443666,11.627333,12.430666
508,10.188666,21.285333,10.142666,11.441333,11.637,12.415333
509,10.196333,21.287666,10.14,11.412666,11.618333,12.397333
510,10.199333,21.266333,10.159333,11.400333,11.600666,12.392666
511,10.213666,21.234666,10.172666,11.397333,11.580333,12.393666
512,10.220333,21.233666,10.172333,11.399,11.539,12.401333
513,10.196666,21.230333,10.165,11.408333,11.498,12.398666
514,10.167333,21.168,10.161333,11.411333,11.485,12.389333
515,10.167,21.103,10.155666,11.406666,11.508666,12.389333
516,10.176666,21.110666,10.139,11.408333,11.566333,12.394666
517,10.162666,21.162666,10.131,11.410333,11.619333,12.403333
518,10.151333,21.189666,10.132333,11.424,11.617333,12.391
519,10.142333,21.151333,10.142,11.451666,11.594333,12.400666
520,10.146,21.142666,10.127666,11.452666,11.55,12.404
521,10.151,21.154666,10.113666,11.45,11.539333,12.418333
522,10.147666,21.172333,10.102,11.410666,11.529,12.396666
523,10.147333,21.135333,10.109333,11.425,11.534333,12.408666
524,10.128666,21.118333,10.124,11.443,11.543666,12.389666
525,10.141666,21.123666,10.134333,11.453666,11.566666,12.391666
526,10.136,21.144666,10.124666,11.425333,11.554333,12.367
527,10.132333,21.156,10.112333,11.411333,11.588333,12.371
528,10.131333,21.104666,10.098333,11.444333,11.576666,12.376666
529,10.149,21.093,10.108666,11.506333,11.608666,12.376333
530,10.139,21.093,10.103333,11.535666,11.557666,12.391666
531,10.095,21.132333,10.114333,11.531666,11.556,12.401666
532,10.077333,21.119666,10.098333,11.499666,11.512333,12.392666
533,10.083666,21.077333,10.076,11.495333,11.544333,12.380666
534,10.099,21.034333,10.066666,11.496333,11.573333,12.362333
535,10.123,20.988666,10.068666,11.515,11.589333,12.388333
536,10.129,20.965333,10.101,11.506,11.544,12.402333
537,10.146,20.954333,10.108,11.465,11.487333,12.407
538,10.120666,20.982333,10.121666,11.433333,11.449,12.396666
539,10.112,20.996333,10.100666,11.427666,11.433,12.388333
540,10.094333,21.008,10.094666,11.448,11.436,12.397333
541,10.085,20.989,10.082333,11.467,11.474666,12.405666
542,10.089,20.930666,10.065,11.491,11.505666,12.393
543,10.091666,20.891,10.049333,11.510333,11.516666,12.375333
544,10.094666,20.915666,10.047333,11.51,11.521666,12.375333
545,10.099666,20.983333,10.060666,11.508666,11.527333,12.406666
546,10.111333,21.006333,10.069666,11.510666,11.521,12.441333
547,10.124333,20.947666,10.074333,11.507666,11.498666,12.444333
548,10.115666,20.906,10.081666,11.512333,11.493666,12.429
549,10.101333,20.933666,10.079666,11.515333,11.491333,12.407
550,10.090333,20.992666,10.075,11.529,11.467666,12.368333
551,10.078333,20.993333,10.079333,11.525666,11.492666,12.34
552,10.077666,20.963333,10.086666,11.498666,11.554666,12.344666
553,10.085,20.917,10.071666,11.511666,11.608,12.356333
554,10.085,20.973,10.063333,11.513,11.596666,12.366333
555,10.089333,20.941,10.070666,11.534333,11.544,12.342333
556,10.08,20.93,10.073333,11.512666,11.511333,12.358
557,10.091666,20.853,10.050666,11.505,11.498333,12.376333
558,10.078666,20.924666,10.028,11.505,11.532666,12.402
559,10.090666,20.928333,10.044333,11.485333,11.527,12.403666
560,10.091666,20.941,10.065,11.498333,11.545666,12.399
561,10.098666,20.901,10.061333,11.48,11.544333,12.399333
562,10.06,20.922666,10.076,11.530333,11.561666,12.404333
563,10.049,20.923333,10.073666,11.513666,11.539333,12.388333
564,10.038,20.926,10.084666,11.532,11.507666,12.371666
565,10.054333,20.950666,10.083333,11.516,11.51,12.368333
566,10.056666,20.928333,10.095666,11.504,11.488,12.37
567,10.068333,20.871,10.097666,11.485666,11.474333,12.376666
568,10.061,20.781,10.059333,11.457,11.456,12.384
569,10.055666,20.789666,10.043333,11.451666,11.491,12.387333
570,10.057666,20.843666,10.044,11.443666,11.508333,12.384666
571,10.053,20.879666,10.066333,11.463666,11.522333,12.374
572,10.031,20.867666,10.070333,11.482,11.532666,12.382
573,10.011,20.869333,10.061333,11.489,11.563,12.401333
574,10.015666,20.875,10.052666,11.471333,11.579333,12.401666
575,10.033666,20.842333,10.045666,11.461666,11.561,12.390666
576,10.054666,20.786666,10.035333,11.467,11.533,12.384666
577,10.066,20.771333,10.017,11.466,11.513333,12.378
578,10.047,20.805,10.010666,11.468333,11.511666,12.363666
579,10.023333,20.806333,10.034666,11.470666,11.511333,12.342
580,10.029333,20.797333,10.051,11.467666,11.506333,12.330333
581,10.050333,20.801666,10.040333,11.451,11.522666,12.347333
582,10.072666,20.783,10.027333,11.432333,11.516333,12.377
583,10.057666,20.803666,10.004666,11.421333,11.496333,12.375
584,10.073333,20.804666,10.021666,11.422666,11.502333,12.367666
585,10.074,20.799666,9.995333,11.431,11.488,12.351
586,10.057333,20.742,10.003,11.413666,11.502333,12.346666
587,10.025,20.677666,9.978666,11.43,11.491666,12.343333
588,10.007333,20.713,9.984666,11.409,11.512333,12.313666
589,10.025,20.688333,9.977666,11.439,11.545,12.334666
590,10.017666,20.737,9.989999,11.415333,11.493,12.342
591,10.028666,20.735333,9.984666,11.396,11.458666,12.344
592,10.016,20.779333,9.980333,11.392333,11.433666,12.351
593,10.022666,20.772,9.959999,11.417666,11.465,12.318666
594,10.011,20.712666,9.956666,11.431666,11.514,12.327666
595,10.009666,20.697666,9.972666,11.398666,11.513333,12.299
596,10.009333,20.651666,10.000666,11.345,11.521666,12.328333
597,10.003,20.658666,10.016666,11.368,11.522333,12.343333
598,10.003,20.663333,10.017333,11.394333,11.533666,12.356
599,9.998666,20.688,10.021,11.416666,11.55,12.345
600,9.981333,20.684,10.016,11.406666,11.534666,12.333
601,9.949999,20.631,9.991,11.408,11.519,12.332
