,0.64 Trial 1,0.64 Trial 2,0.64 Trial 3,0.64-Triton Trial 1,0.64-Triton Trial 2,0.64-Triton Trial 3
Time,Intensity,Intensity,Intensity,Intensity,Intensity,Intensity
1,371.13,290.614,324.356,219.083,180.037,165.433
2,369.115333,290.157666,322.742666,214.188,177.163666,162.783
3,367.663666,289.430666,321.229,209.911,174.103666,160.006666
4,366.817666,288.826666,320.019333,205.726333,170.830333,157.083
5,365.803666,288.063666,319.050666,201.375666,167.614666,154.323333
6,364.870666,287.972666,318.221666,196.920333,164.592,151.615333
7,363.939666,287.662666,317.232,193.059666,161.977,149.132333
8,363.149333,287.330333,316.427333,189.606666,159.479666,146.603333
9,362.201333,286.423333,315.574333,186.182,157.132,144.128
10,361.095666,285.735666,314.921,182.894666,154.733333,141.749333
11,359.847333,284.861333,314.050333,179.656333,152.243666,139.409666
12,358.859666,284.252,313.26,176.751666,149.888,137.124
13,357.971999,283.761333,312.366,173.869,147.546333,134.745333
14,356.862999,283.500333,311.427666,171.056666,145.336666,132.430333
15,355.67,283.123,310.747,168.158333,143.191,130.146333
16,354.687666,282.605,310.298666,165.195,141.107666,127.940666
17,353.994999,282.094333,309.839,162.239666,139.010333,125.850333
18,353.344,281.617666,309.163,159.208,136.934333,123.842333
19,352.57,281.139333,308.310333,156.097,134.891333,121.851333
20,351.653,280.678666,307.485,153.024333,132.724333,119.784666
21,350.554333,280.456,306.689333,150.168,130.585666,117.746666
22,349.614,280.265333,305.854666,147.607,128.638666,115.839666
23,348.916,280.017,305.158666,145.199333,126.966333,114.108666
24,348.430333,279.559,304.510666,142.778,125.299,112.344666
25,347.870333,279.028666,303.929,140.276666,123.488,110.418333
26,347.04,278.638,303.247,137.641666,121.692,108.475666
27,346.131,278.128,302.426,134.970666,119.798333,106.778666
28,345.121333,277.662,301.701,132.385333,118.118,105.093333
29,344.634666,277.271,300.997333,129.958333,116.380666,103.366
30,343.952333,276.813666,300.432666,127.679666,114.929666,101.564333
31,343.442666,276.407666,299.845666,125.486333,113.230666,99.901333
32,342.739666,276.063333,299.271666,123.273333,111.552,98.292666
33,342.172333,275.726333,298.665333,121.340666,109.933,96.641
34,341.540999,275.338,298.109,119.184,108.341666,95.018999
35,340.785666,274.821666,297.38,117.133333,106.871,93.447333
36,340.299666,274.421666,296.729,114.815,105.239333,92.002
37,339.970666,274.000333,295.867666,112.858333,103.859666,90.482333
38,339.481666,273.506666,295.259666,110.870666,102.493333,89.046666
39,338.796,273.285333,294.540333,108.995666,101.222,87.506
40,337.833999,273.004666,294.102333,107.051,99.814333,86.078999
41,337.127333,272.606333,293.634666,105.266666,98.346333,84.679999
42,336.562333,272.129,293.162666,103.440333,96.788666,83.391333
43,336.053333,271.764333,292.68,101.627333,95.38,82.202666
44,335.454666,271.441,292.208333,99.78,94.177333,80.948666
45,334.815666,271.095333,291.553333,98.014333,93.116999,79.657
46,334.207666,270.760333,290.703,96.268,92.008,78.372666
47,333.701333,270.477333,289.823666,94.547,90.782666,77.154
48,333.252333,270.064333,289.174333,92.930666,89.461666,75.936333
49,332.719,269.525333,288.775666,91.419666,88.079666,74.688666
