Trial,F_out0,F_in0,k_deg_out,k_deg_in,k_perm,R_squared,RMSE
Trial_1,96.44297006135403,256.69952116295735,0.016544521404935147,0.0002693711886536226,0.016264545157833352,0.9995479477519872,0.5901926684806573
Trial_2,109.98810899271949,242.0394074864808,0.008216937198400553,-0.020408491949657052,-2.1592497693949285e-05,0.999251816139092,0.8615556723718865
Trial_3,102.22891007404927,255.4387588760216,0.012963694243147653,0.00027582717827036513,0.012694381179110698,0.9996711853210664,0.561931734165031
